SentenceIndex,WordIndex,Token,Threshold
366,0,어린,0.2
366,1,왕자는,0.3
366,2,얼굴이,0.3
366,3,새빨개져서,0.5
366,4,말을,0.2
366,5,이었다.,0.4
367,0,"수백만,0.4
367,1,개의,0.2
367,2,별들,0.2
367,3,중에,0.2
367,4,단,0.1
367,5,하나밖에,0.4
367,6,존재하지,0.4
367,7,않는,0.2
367,8,꽃을,0.2
367,9,사랑하고,0.4
367,10,있는,0.2
367,11,사람은,0.3
367,12,그,0.1
367,13,별들을,0.3
367,14,바라보고,0.4
367,15,있는,0.2
367,16,것만으로,0.4
367,17,행복할,0.3
367,18,수,0.1
367,19,있어.,0.3
368,0,그는,0.2
368,1,속으로,0.3
368,2,<내,0.2
368,3,꽃이,0.2
368,4,저기,0.2
368,5,어딘가에,0.4
368,6,있겠지......>,1
368,7,하고,0.2
368,8,생각할,0.3
368,9,수,0.1
368,10,있거든.,0.4
369,0,하지만,0.3
369,1,양,0.1
369,2,이,0.1
369,3,그,0.1
369,4,꽃을,0.2
369,5,먹는다면,0.4
369,6,그에게는,0.4
369,7,갑자기,0.3
369,8,모든,0.2
369,9,별들이,0.3
369,10,사라져,0.3
369,11,버리게,0.3
369,12,되는,0.2
369,13,거,0.1
369,14,나,0.1
369,15,마찬가지야!,0.6
370,0,그런데도,0.4
370,1,그게,0.2
370,2,중요하지,0.4
370,3,않다는,0.3
370,4,거지?",0.4
371,0,그는,0.2
371,1,더,0.1
371,2,말을,0.2
371,3,잇지,0.2
371,4,못했다.,0.4
372,0,그는,0.2
372,1,별안간,0.3
372,2,흐느껴,0.3
372,3,울기,0.2
372,4,시작했다.,0.5
373,0,밤이,0.2
373,1,내린,0.2
373,2,뒤였다.,0.4
374,0,나는,0.2
374,1,손에서,0.3
374,2,연장을,0.3
374,3,놓아,0.2
374,4,버렸다.,0.4
375,0,망치도,0.3
375,1,볼트도,0.3
375,2,목마름도,0.4
375,3,죽음도,0.3
375,4,모두,0.2
375,5,우습게,0.3
375,6,생각되었다.,0.6
376,0,어떤,0.2
376,1,별,,0.2
376,2,어떤,0.2
376,3,떠돌이,0.3
376,4,별,0.1
376,5,위에,0.2
376,6,나의,0.2
376,7,별,,0.2
376,8,이,0.1
376,9,지구,0.2
376,10,위에,0.2
376,11,위로해,0.3
376,12,주어야,0.3
376,13,할,0.1
376,14,한,0.1
376,15,어린,0.2
376,16,왕자가,0.3
376,17,있는,0.2
376,18,것이었다!,0.5
377,0,나는,0.2
377,1,그를,0.2
377,2,두,0.1
377,3,팔로,0.2
377,4,껴안았다.,0.5
378,0,그를,0.2
378,1,부드럽게,0.4
378,2,흔들면서,0.4
378,3,나는,0.2
378,4,말했다.,0.4
379,0,"네가,0.3
379,1,사랑하는,0.4
379,2,꽃은,0.2
379,3,위험에,0.3
379,4,처해,0.2
379,5,있지,0.2
379,6,않아......,0.8
380,0,너의,0.2
380,1,양에게,0.3
380,2,굴레를,0.3
380,3,그,0.1
380,4,려,0.1
380,5,줄께......,0.8
381,0,나는......",0.9
382,0,더,0.1
382,1,이상,0.2
382,2,무어라,0.3
382,3,말해야,0.3
382,4,좋을지,0.3
382,5,알,0.1
382,6,수,0.1
382,7,없었다.,0.4
383,0,내,0.1
383,1,자신이,0.3
383,2,무척,0.2
383,3,서투르게,0.4
383,4,느껴졌다.,0.5
384,0,어떻게,0.3
384,1,그를,0.2
384,2,감동시키고,0.5
384,3,그의,0.2
384,4,마음을,0.3
384,5,붙잡을,0.3
384,6,수,0.1
384,7,있을지,0.3
384,8,알,0.1
384,9,수,0.1
384,10,없었다......,0.9
385,0,눈물의,0.3
385,1,나라는,0.3
385,2,그처럼,0.3
385,3,신비로운,0.4
385,4,것이다.,0.4
386,0,8,0.1
386,1,나는,0.2
386,2,곧,0.1
386,3,그,0.1
386,4,꽃에,0.2
386,5,대해,0.2
386,6,더,0.1
386,7,많은,0.2
386,8,것을,0.2
386,9,알게,0.2
386,10,되었다.,0.4
387,0,어린,0.2
387,1,왕자의,0.3
387,2,별에는,0.3
387,3,전부터,0.3
387,4,꽃잎이,0.3
387,5,한,0.1
387,6,겹인,0.2
387,7,아주,0.2
387,8,소박한,0.3
387,9,꽃들이,0.3
387,10,있었다.,0.4
388,0,그것들은,0.4
388,1,자리를,0.3
388,2,거의,0.2
388,3,차지하지,0.4
388,4,않았고,0.3
388,5,아무도,0.3
388,6,귀찮게,0.3
388,7,굴지,0.2
388,8,않았다.,0.4
389,0,그들은,0.3
389,1,어느,0.2
389,2,날,0.1
389,3,아침,0.2
389,4,풀,0.1
389,5,속에,0.2
389,6,나타났다가는,0.6
389,7,저녁이면,0.4
389,8,사라져,0.3
389,9,버리곤,0.3
389,10,했다.,0.3
390,0,그런데,0.3
390,1,그,0.1
390,2,꽃은,0.2
390,3,어딘지,0.3
390,4,모를,0.2
390,5,곳에서,0.3
390,6,날라져,0.3
390,7,온,0.1
390,8,씨앗으로부터,0.6
390,9,어느,0.2
390,10,날,0.1
390,11,싹이,0.2
390,12,텃다.,0.3
391,0,그래서,0.3
391,1,어린,0.2
391,2,왕자는,0.3
391,3,다른,0.2
391,4,싹들과,0.3
391,5,닮지,0.2
391,6,않은,0.2
391,7,그,0.1
391,8,싹을,0.2
391,9,주의,0.2
391,10,깊게,0.2
391,11,관찰했다.,0.5
392,0,새로운,0.3
392,1,종류의,0.3
392,2,바오밥,0.3
392,3,나무인지도,0.5
392,4,모를,0.2
392,5,노릇이었다.,0.6
393,0,그러나,0.3
393,1,그,0.1
393,2,작은,0.2
393,3,나무는,0.3
393,4,곧,0.1
393,5,성장을,0.3
393,6,멈추고,0.3
393,7,꽃을,0.2
393,8,피울,0.2
393,9,준비를,0.3
393,10,하기,0.2
393,11,시작했다.,0.5
394,0,커다란,0.3
394,1,꽃망울이,0.4
394,2,맺히는,0.3
394,3,것을,0.2
394,4,지켜보고,0.4
394,5,있던,0.2
394,6,어린,0.2
394,7,왕자는,0.3
394,8,거기에서,0.4
394,9,어떤,0.2
394,10,기적,0.2
394,11,같은,0.2
394,12,것이,0.2
394,13,나타나리라고,0.6
394,14,느끼고,0.3
394,15,있었다.,0.4
395,0,그러나,0.3
395,1,꽃은,0.2
395,2,그,0.1
395,3,연록색,0.3
395,4,방,0.1
395,5,속에,0.2
395,6,숨어,0.2
395,7,언제까지고,0.5
395,8,아름다워질,0.5
395,9,준비만,0.3
395,10,하고,0.2
395,11,있었다.,0.4
396,0,꽃은,0.2
396,1,세심하게,0.4
396,2,빛깔을,0.3
396,3,고르고,0.3
396,4,있었다,0.3
396,5,천천히,0.3
396,6,옷을,0.2
396,7,입고,0.2
396,8,꽃잎을,0.3
396,9,하나씩,0.3
396,10,둘씩,0.2
396,11,다듬고,0.3
396,12,있었다.,0.4
397,0,그,0.1
397,1,꽃은,0.2
397,2,개양귀비꽃처럼,0.7
397,3,구겨진,0.3
397,4,모습으로,0.4
397,5,밖으로,0.3
397,6,모습을,0.3
397,7,나타내고,0.4
397,8,싶어하지,0.4
397,9,않았다.,0.4
398,0,자신의,0.3
398,1,아름다움이,0.5
398,2,최고로,0.3
398,3,빛을,0.2
398,4,발할,0.2
398,5,때에야,0.3
398,6,나타내고,0.4
398,7,싶어했다.,0.5
399,0,아!,0.2
400,0,정말,,0.3
400,1,아주,0.2
400,2,애교스러운,0.5
400,3,꽃이었다.,0.5
401,0,그의,0.2
401,1,신비로운,0.4
401,2,몸단장은,0.4
401,3,그래서,0.3
401,4,며칠이고,0.4
401,5,계속되었다.,0.6
402,0,그리하여,0.4
402,1,어느,0.2
402,2,날,0.1
402,3,아침,,0.3
402,4,바로,0.2
402,5,해가,0.2
402,6,떠오르는,0.4
402,7,시각에,,0.4
402,8,그,0.1
402,9,꽃은,0.2
402,10,모습을,0.3
402,11,드러냈다.,0.5
403,0,그런데,0.3
403,1,그처럼,0.3
403,2,공들여,0.3
403,3,몸,0.1
403,4,치장을,0.3
403,5,한,0.1
403,6,그,0.1
403,7,꽃은,0.2
403,8,하품을,0.3
403,9,하며,0.2
403,10,말하는,0.3
403,11,것이었다.,0.5
404,0,"아!,0.3
405,0,이제,0.2
405,1,막,0.1
405,2,잠이,0.2
405,3,깼답니다......,1
406,0,용서하세요......,1
407,0,제,0.1
407,1,머리가,0.3
407,2,온통,0.2
407,3,헝클,0.2
407,4,어져,0.2
407,5,있네요......",1
408,0,어린,0.2
408,1,왕자는,0.3
408,2,그때,0.2
408,3,감탄을,0.3
408,4,억제할,0.3
408,5,수,0.1
408,6,없었다.,0.4
409,0,"참,0.2
409,1,아름다우시군요!",0.9
410,0,"그렇죠?,0.5
411,0,그리고,0.3
411,1,난,0.1
411,2,해와,0.2
411,3,같은,0.2
411,4,시간에,0.3
411,5,태어났답니다......",1
412,0,꽃이,0.2
412,1,살며시,0.3
412,2,대답했다.,0.5
413,0,어린,0.2
413,1,왕자는,0.3
413,2,그,0.1
413,3,꽃이,0.2
413,4,그다지,0.3
413,5,겸손하지는,0.5
413,6,않다는,0.3
413,7,점을,0.2
413,8,알아챘다.,0.5
414,0,하지만,0.3
414,1,그,0.1
414,2,꽃은,0.2
414,3,너무도,0.3
414,4,감동적이,0.4
414,5,아닌가!,0.4
415,0,"아침,0.3
415,1,식사할,0.3
415,2,시간이군요.,0.6
416,0,제,0.1
416,1,생각을,0.3
416,2,해주실,0.3
416,3,수,0.1
416,4,있으실는지요......",1
417,0,잠시,0.2
417,1,후,0.1
417,2,그,0.1
417,3,꽃이,0.2
417,4,다시,0.2
417,5,말했다.,0.4
418,0,그래서,0.3
418,1,몹시,0.2
418,2,당황한,0.3
418,3,어린,0.2
418,4,왕자는,0.3
418,5,신선한,0.3
418,6,물이,0.2
418,7,담긴,0.2
418,8,물뿌리개를,0.5
418,9,찾아,0.2
418,10,그,0.1
418,11,꽃의,0.2
418,12,시중을,0.3
418,13,들어,0.2
418,14,주었다.,0.4
419,0,이렇게,0.3
419,1,그,0.1
419,2,꽃은,0.2
419,3,태어나자마자까다로운,1
419,4,허영심으로,0.5
419,5,그를,0.2
419,6,괴롭혔다.,0.5
420,0,어느,0.2
420,1,날은,0.2
420,2,자기가,0.3
420,3,가진,0.2
420,4,네,0.1
420,5,개의,0.2
420,6,가시에,0.3
420,7,대해,0.2
420,8,이야기하면서,0.6
420,9,어린,0.2
420,10,왕자에게,0.4
420,11,이렇게,0.3
420,12,말하기도,0.4
420,13,했다.,0.3
421,0,"호랑이들이,0.6
421,1,발톱을,0.3
421,2,세우고,0.3
421,3,와도,0.2
421,4,좋아요!",0.5
422,0,"내,0.2
422,1,별에,0.2
422,2,호랑이들은,0.5
422,3,없어요.,0.4
423,0,그리고,0.3
423,1,호랑이들은,0.5
423,2,풀을,0.2
423,3,먹지도,0.3
423,4,않고요"라고,0.6
423,5,어린,0.2
423,6,왕자는,0.3
423,7,항의했다.,0.5
424,0,"저는,0.3
424,1,풀이,0.2
424,2,아녜요.",0.5
425,0,그,0.1
425,1,꽃이,0.2
425,2,살며시,0.3
425,3,대답했다.,0.5
426,0,"용서해,0.4
426,1,줘요......",0.9
427,0,"난,0.2
427,1,호랑이는,0.4
427,2,조금도,0.3
427,3,무섭지,0.3
427,4,않지만,0.3
427,5,바람은,0.3
427,6,질색이랍니다.,0.7
428,0,바람막이,0.4
428,1,가지,0.2
428,2,고,0.1
428,3,있으세요?",0.6
429,0,(바람은,0.4
429,1,질색이라......,1
430,0,식물로서는,0.5
430,1,안된,0.2
430,2,일이군.,0.4
431,0,이,0.1
431,1,꽃은,0.2
431,2,아주,0.2
431,3,까다로,0.3
431,4,운,0.1
431,5,식물이군......)하고,1
431,6,어린,0.2
431,7,왕자는,0.3
431,8,속으로,0.3
431,9,생각했다.,0.5
432,0,"저녁에는,0.5
432,1,나에게,0.3
432,2,유리,0.2
432,3,덮개를,0.3
432,4,씌워,0.2
432,5,주세요.,0.4
433,0,당신이,0.3
433,1,살고,0.2
433,2,있는,0.2
433,3,이곳은,0.3
433,4,매우,0.2
433,5,춥군요.,0.4
434,0,설비가,0.3
434,1,좋지,0.2
434,2,않고요.,0.4
435,0,내가,0.2
435,1,살던,0.2
435,2,곳은......",0.9
436,0,그러나,0.3
436,1,꽃은,0.2
436,2,말을,0.2
436,3,잇지,0.2
436,4,못했다.,0.4
437,0,그,0.1
437,1,꽃은,0.2
437,2,씨앗의,0.3
437,3,형태로,0.3
437,4,온,0.1
437,5,것이었다.,0.5
438,0,다른,0.2
438,1,세상에,0.3
438,2,대해서,0.3
438,3,아는,0.2
438,4,게,0.1
438,5,있을,0.2
438,6,리가,0.2
438,7,없었다.,0.4
439,0,그처럼,0.3
439,1,빤한,0.2
439,2,거짓말을,0.4
439,3,하려다,0.3
439,4,들킨,0.2
439,5,게,0.1
439,6,부끄러워진,0.5
439,7,그,0.1
439,8,꽃은,0.2
439,9,어린,0.2
439,10,왕자의,0.3
439,11,잘못을,0.3
439,12,드러내기,0.4
439,13,위해서,0.3
439,14,기침을,0.3
439,15,두어,0.2
439,16,번,0.1
439,17,했다.,0.3
440,0,"바람막이,0.5
440,1,있으시냐고,0.5
440,2,했잖아요?......",1
441,0,"찾아보려는,0.6
441,1,참이었는데,0.5
441,2,당신이,0.3
441,3,말을,0.2
441,4,계속했잖아요!",0.8
442,0,그러자,0.3
442,1,그,0.1
442,2,꽃은,0.2
442,3,그래도,0.3
442,4,어린,0.2
442,5,왕자에게,0.4
442,6,가책을,0.3
442,7,느끼게,0.3
442,8,하려고,0.3
442,9,더,0.1
442,10,심하게,0.3
442,11,기침을,0.3
442,12,했다.,0.3
443,0,그리하여,0.4
443,1,어린,0.2
443,2,왕자는,0.3
443,3,사랑에서,0.4
443,4,우러나온,0.4
443,5,호의를,0.3
443,6,가지고,0.3
443,7,있었으면서도,0.6
443,8,꽃을,0.2
443,9,의심하기,0.4
443,10,시작했다.,0.5
444,0,그는,0.2
444,1,대수롭지,0.4
444,2,않은,0.2
444,3,말들을,0.3
444,4,심각하게,0.4
444,5,받아들이고,0.5
444,6,몹시,0.2
444,7,불행해졌다.,0.6
445,0,어느,0.2
445,1,날,0.1
445,2,그는,0.2
445,3,털어놓았다.,0.6
446,0,"그의,0.3
446,1,말에,0.2
446,2,귀를,0.2
446,3,기울이지,0.4
446,4,말아야,0.3
446,5,했어.,0.3
447,0,꽃들의,0.3
447,1,말엔,0.2
447,2,절대로,0.3
447,3,귀를,0.2
447,4,기울이,0.3
447,5,면,0.1
447,6,안,0.1
447,7,되는,0.2
447,8,법이야.,0.4
448,0,바라보고,0.4
448,1,향기를,0.3
448,2,맡기만,0.3
448,3,해야,0.2
448,4,해.,0.2
449,0,내,0.1
449,1,꽃은,0.2
449,2,내,0.1
449,3,별을,0.2
449,4,향,0.1
449,5,기로,0.2
449,6,뒤덮었어.,0.5
450,0,그런데도,0.4
450,1,나는,0.2
450,2,그것을,0.3
450,3,즐길,0.2
450,4,줄,0.1
450,5,몰랐어.,0.4
451,0,그,0.1
451,1,발톱,0.2
451,2,이야기에,0.4
451,3,눈살을,0.3
451,4,찌푸렸지만,0.5
451,5,실은,0.2
451,6,측은해,0.3
451,7,했어야,0.3
451,8,옳았던,0.3
451,9,거야......",0.9
452,0,그는,0.2
452,1,또,0.1
452,2,이렇게도,0.4
452,3,말했다.,0.4
453,0,"나는,0.3
453,1,그때,0.2
453,2,아무것도,0.4
453,3,이해할,0.3
453,4,줄,0.1
453,5,몰랐어.,0.4
454,0,그,0.1
454,1,꽃의,0.2
454,2,말이,0.2
454,3,아니라,0.3
454,4,행동을,0.3
454,5,보고,0.2
454,6,판단했어야만,0.6
454,7,했어.,0.3
455,0,그,0.1
455,1,꽃은,0.2
455,2,나에게,0.3
455,3,향기를,0.3
455,4,풍겨,0.2
455,5,주고,0.2
455,6,내,0.1
455,7,마음을,0.3
455,8,환하게,0.3
455,9,해주었어.,0.5
456,0,결코,0.2
456,1,도망치지,0.4
456,2,말았어야,0.4
456,3,하는,0.2
456,4,건데!,0.3
457,0,그,0.1
457,1,가련한,0.3
457,2,꾀,0.1
457,3,뒤에는,0.3
457,4,애정,0.2
457,5,이,0.1
457,6,숨어,0.2
457,7,있다는,0.3
457,8,걸,0.1
457,9,눈치,0.2
457,10,챘어야,0.3
457,11,하는,0.2
457,12,건데,0.2
457,13,그랬어.,0.4
458,0,꽃들은,0.3
458,1,그처럼,0.3
458,2,모순된,0.3
458,3,존재들이거든!,0.7
459,0,하지만,0.3
459,1,난,0.1
459,2,너무,0.2
459,3,어려서,0.3
459,4,그를,0.2
459,5,사랑할,0.3
459,6,줄을,0.2
459,7,몰랐던,0.3
459,8,거야.",0.4
460,0,9,0.1
460,1,나는,0.2
460,2,어린,0.2
460,3,왕자가,0.3
460,4,철새들의,0.4
460,5,이동을,0.3
460,6,이용하여,0.4
460,7,별을,0.2
460,8,떠나왔으리라,0.6
460,9,생각한다.,0.5
461,0,떠나는,0.3
461,1,날,0.1
461,2,아침,0.2
461,3,그는,0.2
461,4,그의,0.2
461,5,별을,0.2
461,6,잘,0.1
461,7,정돈해,0.3
461,8,놓았다.,0.4
462,0,불을,0.2
462,1,뿜는,0.2
462,2,화산들은,0.4
462,3,정성스레,0.4
462,4,쑤셔서,0.3
462,5,청소했다.,0.5
463,0,그에게는,0.4
463,1,불을,0.2
463,2,뿜는,0.2
463,3,화산이,0.3
463,4,둘,0.1
463,5,있었다.,0.4
464,0,그런데,0.3
464,1,그것은,0.3
464,2,아침밥을,0.4
464,3,데우는,0.3
464,4,데,0.1
464,5,아주,0.2
464,6,편리했다.,0.5
465,0,불이,0.2
465,1,꺼져,0.2
465,2,있는,0.2
465,3,화산도,0.3
465,4,하나,0.2
465,5,있었다,0.3
465,6,그러나,0.3
465,7,그의,0.2
465,8,말처럼,0.3
465,9,"어떻게,0.4
465,10,될지,0.2
465,11,알,0.1
465,12,수,0.1
465,13,없는,0.2
465,14,일이었다.",0.6
466,0,그는,0.2
466,1,그래서,0.3
466,2,불꺼진,0.3
466,3,화산도,0.3
466,4,잘,0.1
466,5,쑤셔,0.2
466,6,놓았다.,0.4
467,0,화산들은,0.4
467,1,잘,0.1
467,2,청소되어,0.4
467,3,있을,0.2
467,4,때는,0.2
467,5,부드럽게,,0.5
467,6,규칙적으로,,0.6
467,7,폭발하지,0.4
467,8,않고,0.2
467,9,타오른다.,0.5
468,0,화산의,0.3
468,1,폭발은,0.3
468,2,벽난로의,0.4
468,3,불과,0.2
468,4,마찬가지인,0.5
468,5,것이다.,0.4
469,0,물론,0.2
469,1,우리,0.2
469,2,지구,0.2
469,3,위에서는,0.4
469,4,우리들의,0.4
469,5,화산을,0.3
469,6,쑤시기에는,0.5
469,7,우리가,0.3
469,8,너무,0.2
469,9,작다.,0.3
470,0,그래서,0.3
470,1,화산이,0.3
470,2,우리에게,0.4
470,3,숱한,0.2
470,4,곤란을,0.3
470,5,가져다주는,0.5
470,6,것이다.,0.4
471,0,어린,0.2
471,1,왕자는,0.3
471,2,좀,0.1
471,3,서글픈,0.3
471,4,심정으로,0.4
471,5,바오밥,0.3
471,6,나무의,0.3
471,7,마지막,0.3
471,8,싹들도,0.3
471,9,뽑아,0.2
471,10,냈다.,0.3
472,0,다시는,0.3
472,1,돌아오지,0.4
472,2,못하리라,0.4
472,3,그는,0.2
472,4,생각하고,0.4
472,5,있었다.,0.4
473,0,그런데,0.3
473,1,친숙한,0.3
473,2,그,0.1
473,3,모든,0.2
473,4,일들이,0.3
473,5,그날,0.2
473,6,아침에는,0.4
473,7,유난히,0.3
473,8,다정하게,0.4
473,9,느껴졌다.,0.5
474,0,그래서,0.3
474,1,그,0.1
474,2,꽃에,0.2
474,3,마지막으로,0.5
474,4,물을,0.2
474,5,주고,0.2
474,6,유리,0.2
474,7,덮개를,0.3
474,8,씌워,0.2
474,9,주려는,0.3
474,10,순간,0.2
474,11,그는,0.2
474,12,울고,0.2
474,13,싶은,0.2
474,14,심정이었다.,0.6
475,0,"잘,0.2
475,1,있어.",0.4
476,0,그는,0.2
476,1,꽃에게,0.3
476,2,말했다.,0.4
477,0,그러나,0.3
477,1,꽃은,0.2
477,2,대답하지,0.4
477,3,않았다.,0.4
478,0,"잘,0.2
478,1,있어.",0.4
479,0,그가,0.2
479,1,되뇌었다.,0.5
480,0,꽃은,0.2
480,1,기침을,0.3
480,2,했다.,0.3
481,0,하지만,0.3
481,1,그것은,0.3
481,2,감기,0.2
481,3,때문이,0.3
481,4,아니었다.,0.5
482,0,"내가,0.3
482,1,어리석었어.,0.6
483,0,용서해,0.3
483,1,줘.,0.2
484,0,행복해지도록,0.6
484,1,노력하길,0.4
484,2,바래.",0.4
485,0,이윽고,0.3
485,1,꽃이,0.2
485,2,말했다.,0.4
486,0,비난조의,0.4
486,1,말을,0.2
486,2,들을,0.2
486,3,수,0.1
486,4,없게,0.2
486,5,된,0.1
486,6,게,0.1
486,7,어린,0.2
486,8,왕자는,0.3
486,9,놀라웠다.,0.5
487,0,그는,0.2
487,1,유리,0.2
487,2,덮개를,0.3
487,3,손에,0.2
487,4,든,0.1
487,5,채,0.1
487,6,어쩔,0.2
487,7,줄,0.1
487,8,모르고,0.3
487,9,멍하니,0.3
487,10,서,0.1
487,11,있었다.,0.4
488,0,꽃의,0.2
488,1,그,0.1
488,2,조용한,0.3
488,3,다정함을,0.4
488,4,이해할,0.3
488,5,수,0.1
488,6,없었다.,0.4
489,0,"그래,,0.4
489,1,난,0.1
489,2,너를,0.2
489,3,좋아해.,0.4
490,0,넌,0.1
490,1,그걸,0.2
490,2,전혀,0.2
490,3,몰랐지.,0.4
491,0,내,0.1
491,1,잘못이었어.,0.6
492,0,아무래도,0.4
492,1,좋아.,0.3
493,0,하지만,0.3
493,1,너도,0.2
493,2,나와,0.2
493,3,마찬가지로,0.5
493,4,어리석었어.,0.6
494,0,부디,0.2
494,1,행복해......,0.9
495,0,유리,0.2
495,1,덮개는,0.3
495,2,내버려둬.,0.5
496,0,그런,0.2
496,1,건,0.1
496,2,이제,0.2
496,3,필요,0.2
496,4,없어.",0.4
497,0,"하지만,0.4
497,1,바람이,0.3
497,2,불면......",0.9
498,0,"내,0.2
498,1,감기가,0.3
498,2,그리,0.2
498,3,대단한,0.3
498,4,건,0.1
498,5,아냐......,0.8
499,0,밤의,0.2
499,1,서늘한,0.3
499,2,공기는,0.3
499,3,내게,0.2
499,4,유익할,0.3
499,5,거야.,0.3
500,0,나는,0.2
500,1,꽃이니까.",0.6
501,0,"하지만,0.4
501,1,짐승이......",1
502,0,"나비를,0.4
502,1,알고,0.2
502,2,싶으면,0.3
502,3,두,0.1
502,4,세,0.1
502,5,마리의,0.3
502,6,쐐기벌레는,0.5
502,7,견뎌야지.,0.5
503,0,나비는,0.3
503,1,무척,0.2
503,2,아름,0.2
503,3,다운,0.2
503,4,모양이니까.,0.6
504,0,나비가,0.3
504,1,아니라면,0.4
504,2,누가,0.2
504,3,나를,0.2
504,4,찾아주겠어?,0.6
505,0,너는,0.2
505,1,멀리에,0.3
505,2,가,0.1
505,3,있겠지.,0.4
506,0,커다란,0.3
506,1,짐승들은,0.4
506,2,두렵지,0.3
506,3,않아.,0.3
507,0,손톱이,0.3
507,1,있으니까.",0.6
508,0,그러면서,0.4
508,1,꽃은,0.2
508,2,천진난만하게,0.6
508,3,네,0.1
508,4,개의,0.2
508,5,가시를,0.3
508,6,보여주었다.,0.6
509,0,그리고,0.3
509,1,다시,0.2
509,2,말을,0.2
509,3,이었다.,0.4
510,0,"그렇게,0.4
510,1,우물쭈물하고,0.6
510,2,있지,0.2
510,3,마.,0.2
511,0,신경질나.,0.5
512,0,떠나기로,0.4
512,1,결심했으니,0.5
512,2,어서,0.2
512,3,가.",0.3
513,0,꽃은,0.2
513,1,울고,0.2
513,2,있는,0.2
513,3,자기,0.2
513,4,모습을,0.3
513,5,어린,0.2
513,6,왕자에게,0.4
513,7,보이고,0.3
513,8,싶지,0.2
513,9,않았다.,0.4
514,0,그토록,0.3
514,1,자존심,0.3
514,2,강한,0.2
514,3,꽃이었다......,1
515,0,10,0.2
515,1,그는,0.2
515,2,소혹성,0.3
515,3,325호,,0.5
515,4,326호,,0.5
515,5,327호,,0.5
515,6,328호,,0.5
515,7,329호,,0.5
515,8,330호와,0.5
515,9,이웃해,0.3
515,10,있었다.,0.4
516,0,그래서,0.3
516,1,일거리도,0.4
516,2,구하고,0.3
516,3,견문도,0.3
516,4,넓힐,0.2
516,5,생각으로,0.4
516,6,그,0.1
516,7,별들부터,0.4
516,8,찾아보기로,0.5
516,9,했다.,0.3
517,0,첫,0.1
517,1,번째,0.2
517,2,별에는,0.3
517,3,왕이,0.2
517,4,살고,0.2
517,5,있었다.,0.4
518,0,그,0.1
518,1,왕은,0.2
518,2,홍포(紅布)와,0.7
518,3,흰,0.1
518,4,담비모피로,0.5
518,5,된,0.1
518,6,옷을,0.2
518,7,입고,0.2
518,8,매우,0.2
518,9,검소하면서도,0.6
518,10,위엄,0.2
518,11,있는,0.2
518,12,옥좌에,0.3
518,13,앉아,0.2
518,14,있었다.,0.4
519,0,"아!,0.3
520,0,신하가,0.3
520,1,한,0.1
520,2,명,0.1
520,3,왔구나!",0.5
521,0,어린,0.2
521,1,왕자가,0.3
521,2,오는,0.2
521,3,것을,0.2
521,4,보자,0.2
521,5,왕이,0.2
521,6,큰,0.1
521,7,소리로,0.3
521,8,외쳤다.,0.4
522,0,그래서,0.3
522,1,어린,0.2
522,2,왕자는,0.3
522,3,이상한,0.3
522,4,생각이,0.3
522,5,들었다.,0.4
523,0,(나를,0.3
523,1,한,0.1
523,2,번도,0.2
523,3,본,0.1
523,4,적이,0.2
523,5,없는데,0.3
523,6,어떻게,0.3
523,7,나를,0.2
523,8,알아볼까?)왕에게는,1
523,9,세상이,0.3
523,10,아주,0.2
523,11,간단하다는,0.5
523,12,것을,0.2
523,13,그는,0.2
523,14,알지,0.2
523,15,못했던,0.3
523,16,것이다.,0.4
524,0,모든,0.2
524,1,사람이,0.3
524,2,다,0.1
524,3,신하인,0.3
524,4,것이다.,0.4
525,0,"너를,0.3
525,1,좀더,0.2
525,2,잘,0.1
525,3,볼,0.1
525,4,수,0.1
525,5,있게,0.2
525,6,가까이,0.3
525,7,다가오라.",0.6
526,0,어떤,0.2
526,1,사람의,0.3
526,2,왕,0.1
526,3,노릇을,0.3
526,4,하게,0.2
526,5,된,0.1
526,6,것이,0.2
526,7,무척,0.2
526,8,자랑스러워진,0.6
526,9,왕이,0.2
526,10,말했다.,0.4
527,0,어린,0.2
527,1,왕자는,0.3
527,2,앉을,0.2
527,3,자리를,0.3
527,4,찾았으나,0.4
527,5,그,0.1
527,6,별은,0.2
527,7,흰,0.1
527,8,담비,0.2
527,9,모피의,0.3
527,10,그,0.1
527,11,호화스러운,0.5
527,12,망토로,0.3
527,13,온통,0.2
527,14,다,0.1
527,15,뒤덮여,0.3
527,16,있었다.,0.4
528,0,그래서,0.3
528,1,그는,0.2
528,2,서,0.1
528,3,있었다.,0.4
529,0,그리고,0.3
529,1,피곤했으므로,0.6
529,2,하품을,0.3
529,3,했다.,0.3
530,0,"왕의,0.3
530,1,면전에서,0.4
530,2,하품하는,0.4
530,3,것은,0.2
530,4,예절에,0.3
530,5,어긋나는,0.4
530,6,일이니라.,0.5
531,0,하품을,0.3
531,1,금지하,0.3
531,2,노라.",0.4
532,0,임금님이,0.4
532,1,말했다.,0.4
533,0,"하품을,0.4
533,1,참을,0.2
533,2,수가,0.2
533,3,없어요.,0.4
534,0,긴,0.1
534,1,여행을,0.3
534,2,해서,0.2
534,3,잠을,0.2
534,4,자지,0.2
534,5,못했거든요......",1
535,0,어리둥절해진,0.6
535,1,어린,0.2
535,2,왕자가,0.3
535,3,말했다.,0.4
